,Id,Appliance,Company,Energy_Consumption_kWh,Materials_Used,Manufacturing_Emissions_kg_CO2e,Transportation_Mode,Distance_Traveled_km,Transportation_Emissions_kg_CO2e,Energy_Efficiency,Water_Consumption_gallons,Energy_Star_Rating,Eco_Friendly_Certificate_1,Eco_Friendly_Certificate_2,Biodegradable_Packaging,Eco_Friendliness
634,635,Dell Laptop,HP,60,"Steel, plastic, copper, aluminum",100,Airplane,1165,363,5,0,3,EcoLogo Certified,No Certification,1,4
635,636,Dell Laptop,Samsung,60,"Steel, plastic, glass",413,Ship,1205,271,5,0,5,EPEAT Certified,EcoLogo Certified,1,5
636,637,Dell Laptop,Dell,60,"Plastic, aluminum",65,Airplane,2000,362,4,0,4,EPEAT Certified,Energy Star Certified,1,4
637,638,Dell Laptop,Philips,81,"Plastic, glass, copper, aluminum",118,Airplane,628,400,4,1,3,EcoLogo Certified,Energy Star Certified,1,3
638,639,Dell Laptop,Bosch,60,"Plastic, aluminum",125,Airplane,1695,400,5,0,4,RoHS Compliant,Energy Star Certified,1,5
639,640,Dell Laptop,Maytag,60,"Steel, plastic, copper, aluminum",681,Airplane,919,221,5,0,4,EcoLogo Certified,EcoLogo Certified,1,4
640,641,Dell Laptop,Dell,793,"Steel, plastic, copper, aluminum",88,Ship,478,38,5,0,4,ENERGY STAR Certified,EcoLabel Certified,0,4
641,642,Dell Laptop,Whirlpool,298,"Plastic, glass, copper, aluminum",62,Airplane,1255,394,5,0,4,EPEAT Certified,Energy Star Certified,1,5
642,643,Dell Laptop,Generic,352,"Steel, plastic, glass",411,Ship,508,251,1,7,1,No Certification,No Certification,0,2
643,644,Dell Laptop,Samsung,60,"Steel, plastic, glass",110,Truck,1791,103,5,0,4,RoHS Compliant,EcoLogo Certified,1,5
644,645,Dell Laptop,LG,60,"Steel, plastic, copper, aluminum",30,Ship,737,400,5,1,4,RoHS Compliant,Green Seal Certified,1,5
645,646,Dell Laptop,Sony,60,"Plastic, aluminum",63,Ship,1791,233,5,0,5,EPEAT Certified,Energy Star Certified,1,5
646,647,Dell Laptop,HP,60,"Steel, plastic",120,Airplane,888,216,4,0,4,EcoLogo Certified,Energy Star Certified,1,4
647,648,Dell Laptop,LG,60,"Plastic, aluminum",118,Train,1697,400,5,1,4,RoHS Compliant,EcoLogo Certified,1,5
648,649,Dell Laptop,Sony,95,"Steel, plastic, glass",85,Airplane,1465,400,5,1,4,Energy Star Certified,Energy Star Certified,1,5
649,650,Dell Laptop,Samsung,60,"Plastic, aluminum",92,Truck,1580,400,5,0,3,ENERGY STAR Certified,Energy Star Certified,1,5
650,651,Dell Laptop,Panasonic,60,"Plastic, aluminum",75,Airplane,2000,400,5,0,3,EPEAT Certified,Energy Star Certified,1,5
651,652,Dell Laptop,LG,691,"Steel, plastic, copper, aluminum",402,Train,881,123,5,0,4,ENERGY STAR Certified,Energy Star Certified,1,4
652,653,Dell Laptop,HP,60,"Steel, plastic, copper, aluminum",30,Airplane,2000,400,5,0,5,EPEAT Certified,EcoLogo Certified,1,5
653,654,Dell Laptop,HP,123,"Plastic, aluminum",111,Airplane,2000,400,5,0,5,EPEAT Certified,Energy Star Certified,1,5
654,655,Dell Laptop,Panasonic,60,"Plastic, glass, copper, aluminum",90,Ship,131,125,5,0,4,No Certification,Energy Star Certified,1,4
655,656,Dell Laptop,LG,170,"Plastic, glass, copper, aluminum",87,Airplane,251,166,5,0,4,No Certification,Energy Star Certified,1,4
656,657,Dell Laptop,Maytag,1213,"Glass, tungsten",386,Truck,720,84,3,9,1,ENERGY STAR Certified,EcoLogo Certified,0,3
657,658,Dell Laptop,Philips,534,"Steel, plastic, glass",699,Truck,50,168,1,0,1,No Certification,No Certification,0,1
658,659,Dell Laptop,Panasonic,139,"Plastic, aluminum",121,Airplane,50,118,5,0,4,RoHS Compliant,Energy Star Certified,1,4
659,660,Dell Laptop,LG,69,"Steel, plastic, glass",78,Truck,473,93,5,0,3,Green Seal Certified,Energy Star Certified,0,5
660,661,Dell Laptop,LG,60,"Plastic, aluminum",87,Train,1070,400,5,13,4,RoHS Compliant,Energy Star Certified,1,5
661,662,Dell Laptop,Dell,60,"Plastic, aluminum",102,Ship,1005,400,5,0,4,RoHS Compliant,No Certification,1,5
662,663,Dell Laptop,HP,113,"Steel, plastic",95,Airplane,1923,400,4,0,3,RoHS Compliant,Energy Star Certified,1,4
663,664,Dell Laptop,Maytag,387,"Steel, plastic, copper, aluminum",348,Ship,894,259,5,6,4,ENERGY STAR Certified,Energy Star Certified,0,1
664,665,Dell Laptop,HP,117,"Plastic, aluminum",81,Ship,2000,51,5,0,5,ENERGY STAR Certified,Energy Star Certified,1,5
665,666,Dell Laptop,LG,117,"Plastic, aluminum",109,Airplane,2000,400,5,0,4,EPEAT Certified,Energy Star Certified,1,5
666,667,Dell Laptop,Maytag,60,"Plastic, aluminum",30,Airplane,1527,400,4,0,4,EPEAT Certified,Energy Star Certified,1,5
667,668,Dell Laptop,Panasonic,60,"Plastic, aluminum",94,Airplane,1470,379,5,0,3,ENERGY STAR Certified,EcoLabel Certified,1,5
668,669,Dell Laptop,Samsung,488,"Plastic, glass, copper, aluminum",369,Train,939,316,5,1,4,EPEAT Certified,Green Seal Certified,1,5
669,670,Dell Laptop,HP,60,"Plastic, glass, copper, aluminum",118,Airplane,1957,400,4,0,4,RoHS Compliant,Energy Star Certified,1,5
670,671,Dell Laptop,Panasonic,670,"Steel, plastic",447,Ship,431,227,5,1,3,ENERGY STAR Certified,No Certification,1,2
671,672,Dell Laptop,Generic,1333,"Steel, plastic, glass",750,Truck,50,133,1,0,1,No Certification,No Certification,0,2
672,673,Dell Laptop,HP,64,"Plastic, aluminum",100,Airplane,700,196,5,1,3,RoHS Compliant,No Certification,1,5
673,674,Dell Laptop,Maytag,60,"Plastic, aluminum",159,Truck,802,400,4,0,5,EPEAT Certified,Energy Star Certified,1,4
674,675,Dell Laptop,LG,70,"Plastic, aluminum",104,Airplane,1106,400,5,0,5,EcoLogo Certified,Energy Star Certified,1,5
675,676,Dell Laptop,Philips,122,"Steel, plastic, glass",82,Truck,990,400,5,0,4,RoHS Compliant,EcoLabel Certified,1,4
676,677,Dell Laptop,Generic,692,"Steel, plastic",750,Truck,50,137,2,1,1,No Certification,No Certification,0,1
677,678,Dell Laptop,Maytag,623,"Plastic, glass, copper, aluminum",89,Train,1191,186,5,0,5,ENERGY STAR Certified,Green Seal Certified,1,5
678,679,Dell Laptop,Panasonic,232,"Steel, plastic, glass",98,Truck,618,137,5,0,4,EcoLogo Certified,Energy Star Certified,1,4
679,680,Dell Laptop,Bosch,60,"Plastic, glass, copper, aluminum",69,Truck,1084,400,5,0,4,ENERGY STAR Certified,Green Seal Certified,1,4
680,681,Dell Laptop,Generic,60,"Plastic, aluminum",75,Truck,2000,180,5,0,5,No Certification,Energy Star Certified,1,4
681,682,Dell Laptop,Generic,583,"Steel, aluminum",304,Truck,345,140,2,7,3,Cradle to Cradle Certified,Green Seal Certified,0,1
682,683,Dell Laptop,HP,60,"Plastic, aluminum",129,Ship,1632,400,4,0,5,EcoLogo Certified,Energy Star Certified,1,5
683,684,Dell Laptop,LG,110,"Plastic, glass, copper, aluminum",53,Airplane,1825,400,5,0,5,EPEAT Certified,Energy Star Certified,1,4
684,685,Dell Laptop,LG,60,"Plastic, glass, copper, aluminum",82,Truck,704,116,5,0,4,RoHS Compliant,Energy Star Certified,1,4
685,686,Dell Laptop,HP,60,"Plastic, glass, copper, aluminum",98,Truck,362,400,5,0,5,EPEAT Certified,Energy Star Certified,1,5
686,687,Dell Laptop,Generic,485,"Steel, plastic",338,Truck,99,125,1,1,2,ENERGY STAR Certified,No Certification,0,3
687,688,Dell Laptop,LG,60,"Plastic, glass, copper, aluminum",145,Airplane,1812,400,5,0,4,Green Seal Certified,Energy Star Certified,1,5
688,689,Dell Laptop,HP,60,"Steel, plastic",409,Ship,1753,398,4,0,5,EPEAT Certified,Green Seal Certified,0,4
689,690,Dell Laptop,Dell,375,"Steel, plastic, copper",687,Truck,600,128,2,0,5,RoHS Compliant,Energy Star Certified,0,2
690,691,Dell Laptop,Dell,167,"Steel, plastic, glass",43,Airplane,2000,106,5,0,4,EcoLogo Certified,Energy Star Certified,1,4
691,692,Dell Laptop,Panasonic,523,"Glass, tungsten",266,Ship,873,400,2,12,1,Green Seal Certified,EcoLogo Certified,1,5
692,693,Dell Laptop,Philips,414,"Steel, aluminum",30,Ship,1170,210,5,8,4,ENERGY STAR Certified,Green Seal Certified,0,3
693,694,Dell Laptop,Philips,372,"Plastic, aluminum",349,Truck,50,137,2,12,5,Green Seal Certified,EcoLabel Certified,0,4
694,695,Dell Laptop,Bosch,60,"Plastic, aluminum",58,Airplane,940,400,5,0,4,ENERGY STAR Certified,EcoLogo Certified,1,5
695,696,Dell Laptop,HP,182,"Steel, plastic, copper",750,Ship,159,105,3,0,3,No Certification,No Certification,1,4
696,697,Dell Laptop,HP,87,"Plastic, aluminum",48,Ship,2000,400,5,0,4,RoHS Compliant,EcoLogo Certified,1,5
697,698,Dell Laptop,Dell,60,"Steel, aluminum",47,Airplane,1967,400,5,0,4,RoHS Compliant,Energy Star Certified,0,5
698,699,Dell Laptop,Panasonic,60,"Steel, plastic, copper, aluminum",400,Ship,531,222,5,1,4,RoHS Compliant,No Certification,1,4
699,700,Dell Laptop,HP,155,"Steel, plastic, copper, aluminum",115,Truck,50,148,4,0,5,EPEAT Certified,No Certification,0,4
700,701,Dell Laptop,Panasonic,831,"Steel, plastic, glass",522,Truck,763,32,5,0,3,Cradle to Cradle Certified,EcoLabel Certified,0,5
701,702,Dell Laptop,Sony,347,"Steel, plastic, copper, aluminum",259,Airplane,1094,396,5,0,4,Energy Star Certified,Energy Star Certified,1,5
702,703,Dell Laptop,HP,60,"Plastic, aluminum",30,Airplane,2000,400,5,1,5,RoHS Compliant,Green Seal Certified,1,4
703,704,Dell Laptop,Dell,168,"Plastic, aluminum",147,Ship,1064,55,4,0,4,No Certification,Energy Star Certified,1,5
704,705,Dell Laptop,Generic,515,"Steel, plastic, copper, aluminum",298,Airplane,1034,400,4,0,5,RoHS Compliant,Energy Star Certified,1,5
705,706,Dell Laptop,Maytag,282,"Steel, plastic, copper, aluminum",375,Train,1274,218,5,7,4,Cradle to Cradle Certified,Green Seal Certified,1,4
706,707,Dell Laptop,Panasonic,71,"Plastic, aluminum",64,Airplane,1183,367,4,0,4,EcoLogo Certified,Energy Star Certified,1,5
707,708,Dell Laptop,Whirlpool,141,"Steel, plastic, copper, aluminum",359,Ship,857,174,4,0,4,ENERGY STAR Certified,EcoLogo Certified,1,5
708,709,Dell Laptop,Generic,78,"Plastic, glass, copper, aluminum",64,Airplane,2000,124,5,1,5,EPEAT Certified,No Certification,1,5
709,710,Dell Laptop,Philips,60,"Plastic, glass, copper, aluminum",421,Ship,370,135,5,0,2,No Certification,Energy Star Certified,1,4
710,711,Dell Laptop,Sony,60,"Steel, plastic, glass",81,Ship,1013,118,4,1,4,EcoLogo Certified,Green Seal Certified,0,5
711,712,Dell Laptop,HP,119,"Steel, plastic, copper",51,Ship,78,75,5,0,4,EcoLogo Certified,No Certification,0,2
712,713,Dell Laptop,Dell,60,"Plastic, glass, copper, aluminum",73,Airplane,1754,400,5,0,5,EPEAT Certified,Energy Star Certified,1,4
713,714,Dell Laptop,Generic,436,"Steel, plastic, copper, aluminum",391,Ship,1286,222,5,15,3,Energy Star Certified,EcoLogo Certified,0,5
714,715,Dell Laptop,HP,60,"Plastic, aluminum",84,Airplane,2000,400,5,0,5,RoHS Compliant,Energy Star Certified,1,5
715,716,Dell Laptop,Maytag,187,"Steel, plastic, glass",52,Airplane,622,400,5,0,5,RoHS Compliant,Green Seal Certified,1,5
716,717,Dell Laptop,Maytag,60,"Plastic, glass, copper, aluminum",154,Airplane,591,263,5,0,4,Green Seal Certified,No Certification,0,4
717,718,Dell Laptop,Panasonic,67,"Steel, plastic, glass",91,Truck,50,155,4,0,4,RoHS Compliant,Energy Star Certified,1,4
718,719,Dell Laptop,HP,60,"Plastic, aluminum",30,Airplane,1328,400,4,0,4,EPEAT Certified,No Certification,1,4
719,720,Dell Laptop,Whirlpool,62,"Plastic, aluminum",93,Ship,812,400,5,11,5,Green Seal Certified,EcoLogo Certified,1,5
720,721,Dell Laptop,Panasonic,87,"Plastic, aluminum",77,Ship,1043,153,5,0,4,RoHS Compliant,EcoLabel Certified,0,5
721,722,Dell Laptop,Maytag,60,"Plastic, glass, copper, aluminum",272,Ship,1052,400,5,12,4,ENERGY STAR Certified,Energy Star Certified,1,5
722,723,Dell Laptop,HP,60,"Plastic, aluminum",89,Airplane,1694,378,5,0,3,EPEAT Certified,Energy Star Certified,1,5
723,724,Dell Laptop,HP,60,"Plastic, aluminum",30,Ship,2000,400,5,0,5,EcoLogo Certified,Energy Star Certified,1,5
724,725,Dell Laptop,Sony,60,"Plastic, aluminum",76,Airplane,1862,400,5,0,5,Cradle to Cradle Certified,Energy Star Certified,1,5
725,726,Dell Laptop,Bosch,60,"Plastic, aluminum",216,Ship,613,241,5,0,4,RoHS Compliant,Energy Star Certified,1,5
726,727,Dell Laptop,HP,164,"Steel, plastic, glass",149,Airplane,353,108,4,0,3,EcoLogo Certified,EcoLogo Certified,1,1
727,728,Dell Laptop,Generic,60,"Plastic, aluminum",49,Airplane,2000,400,5,1,4,RoHS Compliant,Energy Star Certified,1,5
728,729,Dell Laptop,Generic,543,"Plastic, glass, copper, aluminum",70,Train,942,259,5,0,4,ENERGY STAR Certified,Energy Star Certified,1,5
729,730,Dell Laptop,Samsung,78,"Steel, plastic, glass",152,Truck,295,100,5,0,3,EPEAT Certified,Energy Star Certified,1,5
730,731,Dell Laptop,Maytag,325,"Steel, aluminum",285,Airplane,1046,258,5,14,4,EPEAT Certified,EcoLogo Certified,1,4
731,732,Dell Laptop,Sony,697,"Steel, plastic, copper",425,Train,857,322,2,13,4,No Certification,Green Seal Certified,0,5
732,733,Dell Laptop,Generic,60,"Steel, plastic, glass",72,Airplane,339,62,5,0,4,Energy Star Certified,Energy Star Certified,1,5
733,734,Dell Laptop,HP,60,"Steel, aluminum",30,Truck,1264,400,5,13,5,EcoLogo Certified,No Certification,1,4
734,735,Dell Laptop,Generic,699,"Steel, plastic, glass",331,Ship,947,221,1,14,2,No Certification,No Certification,0,1
735,736,Dell Laptop,Sony,467,"Plastic, glass, copper, aluminum",114,Ship,533,144,3,1,3,ENERGY STAR Certified,Green Seal Certified,1,5
736,737,Dell Laptop,Samsung,149,"Steel, plastic, copper, aluminum",147,Truck,808,112,4,0,3,Energy Star Certified,EcoLogo Certified,1,4
737,738,Dell Laptop,Dell,76,"Plastic, aluminum",86,Airplane,1567,376,5,0,4,EPEAT Certified,Energy Star Certified,1,5
738,739,Dell Laptop,HP,60,"Plastic, glass, copper, aluminum",30,Airplane,1753,118,5,0,4,RoHS Compliant,Energy Star Certified,1,4
739,740,Dell Laptop,Philips,60,"Plastic, aluminum",562,Truck,632,79,5,0,3,ENERGY STAR Certified,No Certification,0,3
740,741,Dell Laptop,Philips,60,"Steel, plastic, copper",124,Ship,329,400,4,0,4,Energy Star Certified,Energy Star Certified,0,5
741,742,Dell Laptop,Samsung,242,"Plastic, aluminum",117,Airplane,183,400,5,0,4,ENERGY STAR Certified,No Certification,1,4
742,743,Dell Laptop,HP,113,"Steel, plastic, copper",57,Airplane,663,241,5,0,5,RoHS Compliant,Energy Star Certified,0,5
743,744,Dell Laptop,Generic,542,"Steel, plastic",593,Truck,736,150,1,15,1,No Certification,No Certification,0,2
744,745,Dell Laptop,Maytag,60,"Plastic, glass, copper, aluminum",242,Airplane,822,169,5,0,1,ENERGY STAR Certified,Green Seal Certified,0,2
745,746,Dell Laptop,Maytag,60,"Plastic, glass, copper, aluminum",114,Airplane,1066,400,5,12,4,ENERGY STAR Certified,Energy Star Certified,1,4
746,747,Dell Laptop,Panasonic,125,"Steel, plastic, copper",49,Truck,198,400,3,1,4,EPEAT Certified,Energy Star Certified,0,5
747,748,Dell Laptop,Samsung,60,"Steel, plastic, glass",38,Ship,760,74,5,0,4,Energy Star Certified,EcoLabel Certified,0,4
748,749,Dell Laptop,Sony,60,"Plastic, glass, copper, aluminum",441,Airplane,832,126,5,0,4,EcoLogo Certified,Energy Star Certified,1,4
749,750,Dell Laptop,Maytag,528,"Plastic, glass, copper, aluminum",82,Ship,732,64,4,8,4,ENERGY STAR Certified,Energy Star Certified,1,5
750,751,Dell Laptop,Sony,60,"Steel, plastic",338,Train,1002,66,5,0,5,EPEAT Certified,EcoLogo Certified,0,5
751,752,Dell Laptop,Dell,189,"Steel, plastic, copper",134,Ship,55,400,4,0,4,Energy Star Certified,Energy Star Certified,1,5
752,753,Dell Laptop,Panasonic,171,"Steel, plastic, copper",39,Airplane,882,400,5,0,5,EPEAT Certified,Energy Star Certified,1,4
753,754,Dell Laptop,Sony,500,"Plastic, aluminum",30,Airplane,1931,400,5,0,5,Energy Star Certified,Energy Star Certified,1,5
754,755,Dell Laptop,Generic,62,"Steel, plastic, copper, aluminum",568,Truck,243,125,5,0,1,No Certification,Energy Star Certified,1,1
755,756,Dell Laptop,Philips,430,"Plastic, aluminum",431,Airplane,833,275,5,0,4,RoHS Compliant,EcoLogo Certified,1,5
756,757,Dell Laptop,Whirlpool,471,"Steel, plastic, copper, aluminum",299,Ship,692,264,4,9,5,Cradle to Cradle Certified,Green Seal Certified,0,2
757,758,Dell Laptop,Samsung,491,"Steel, plastic, copper",77,Ship,402,400,1,0,4,EcoLogo Certified,EcoLogo Certified,1,3
758,759,Dell Laptop,Sony,103,"Plastic, glass, copper, aluminum",428,Truck,1182,155,4,0,4,ENERGY STAR Certified,No Certification,1,2
759,760,Dell Laptop,HP,61,"Steel, plastic, glass",99,Airplane,1707,400,5,0,4,RoHS Compliant,Energy Star Certified,1,5
760,761,Dell Laptop,Generic,1482,"Steel, aluminum",104,Truck,246,140,1,1,1,No Certification,No Certification,0,1
761,762,Dell Laptop,Whirlpool,514,"Steel, plastic, copper, aluminum",370,Ship,197,177,4,0,5,ENERGY STAR Certified,Green Seal Certified,0,2
762,763,Dell Laptop,Generic,495,"Steel, plastic, glass",81,Truck,50,112,3,0,3,No Certification,No Certification,0,2
763,764,Dell Laptop,Whirlpool,427,"Plastic, glass, copper, aluminum",611,Truck,592,140,4,0,5,ENERGY STAR Certified,EcoLogo Certified,0,3
764,765,Dell Laptop,HP,60,"Steel, plastic, copper",94,Truck,280,400,4,0,4,RoHS Compliant,Green Seal Certified,1,4
765,766,Dell Laptop,HP,71,"Steel, plastic, copper",97,Ship,798,371,4,0,4,EPEAT Certified,Energy Star Certified,1,5
766,767,Dell Laptop,Bosch,60,"Plastic, glass, copper, aluminum",475,Airplane,1180,47,4,1,4,Cradle to Cradle Certified,Energy Star Certified,1,5
767,768,Dell Laptop,Sony,529,"Steel, aluminum",512,Truck,754,55,4,0,1,No Certification,Energy Star Certified,0,2
768,769,Dell Laptop,LG,96,"Plastic, aluminum",75,Ship,50,156,4,1,4,ENERGY STAR Certified,Energy Star Certified,1,5
769,770,Dell Laptop,Panasonic,104,"Steel, plastic, glass",750,Ship,50,132,2,0,4,Cradle to Cradle Certified,EcoLabel Certified,1,5
770,771,Dell Laptop,HP,143,"Plastic, glass, copper, aluminum",92,Ship,2000,400,5,0,5,Energy Star Certified,Energy Star Certified,1,4
771,772,Dell Laptop,Samsung,60,"Plastic, aluminum",58,Truck,50,102,4,0,4,RoHS Compliant,Energy Star Certified,1,4
772,773,Dell Laptop,HP,218,"Plastic, glass, copper, aluminum",53,Airplane,255,400,5,0,4,EPEAT Certified,Energy Star Certified,1,5
773,774,Dell Laptop,Maytag,324,"Steel, plastic, copper, aluminum",417,Train,1172,233,3,15,5,Cradle to Cradle Certified,No Certification,0,2
774,775,Dell Laptop,Dell,65,"Plastic, glass, copper, aluminum",150,Truck,471,400,5,1,4,Cradle to Cradle Certified,Energy Star Certified,1,4
775,776,Dell Laptop,Panasonic,60,"Plastic, aluminum",110,Train,1941,389,5,0,4,ENERGY STAR Certified,Energy Star Certified,1,5
776,777,Dell Laptop,Samsung,60,"Plastic, aluminum",30,Airplane,1867,303,5,11,5,EPEAT Certified,Energy Star Certified,1,5
777,778,Dell Laptop,Dell,231,"Plastic, aluminum",156,Truck,329,181,5,0,4,EPEAT Certified,Green Seal Certified,1,5
778,779,Dell Laptop,Bosch,60,"Plastic, aluminum",30,Airplane,1910,400,5,0,4,ENERGY STAR Certified,EcoLogo Certified,1,5
779,780,Dell Laptop,Generic,175,"Plastic, aluminum",455,Truck,671,110,2,1,5,ENERGY STAR Certified,No Certification,0,4
780,781,Dell Laptop,Generic,687,"Steel, plastic, copper, aluminum",639,Truck,998,62,1,14,4,ENERGY STAR Certified,Green Seal Certified,0,2
781,782,Dell Laptop,Generic,60,"Steel, plastic, glass",441,Ship,255,400,2,0,4,EcoLogo Certified,Energy Star Certified,1,4
782,783,Dell Laptop,Panasonic,60,"Steel, plastic, copper, aluminum",61,Ship,1178,400,5,11,5,RoHS Compliant,EcoLogo Certified,1,5
783,784,Dell Laptop,Sony,60,"Plastic, aluminum",33,Truck,1027,61,4,0,4,No Certification,Green Seal Certified,0,4
784,785,Dell Laptop,Generic,434,"Steel, plastic, copper, aluminum",320,Ship,776,57,1,10,2,No Certification,EcoLabel Certified,0,2
785,786,Dell Laptop,HP,60,"Plastic, aluminum",122,Truck,1719,348,4,0,4,RoHS Compliant,No Certification,1,5
786,787,Dell Laptop,HP,60,"Steel, plastic, copper",85,Airplane,2000,399,4,0,4,RoHS Compliant,Energy Star Certified,1,5
787,788,Dell Laptop,Maytag,635,"Steel, plastic, copper, aluminum",270,Ship,1064,189,4,10,3,ENERGY STAR Certified,Green Seal Certified,0,2
788,789,Dell Laptop,Dell,60,"Plastic, aluminum",30,Airplane,1299,400,5,0,5,ENERGY STAR Certified,EcoLogo Certified,1,4
789,790,Dell Laptop,Panasonic,60,"Plastic, aluminum",65,Airplane,1808,400,5,0,4,EcoLogo Certified,Energy Star Certified,1,5
790,791,Dell Laptop,Generic,102,"Plastic, glass, copper, aluminum",138,Truck,50,158,5,0,3,RoHS Compliant,Energy Star Certified,1,5
791,792,Dell Laptop,Sony,279,"Plastic, aluminum",127,Airplane,2000,400,5,0,5,EPEAT Certified,EcoLabel Certified,1,5
792,793,Dell Laptop,Generic,70,"Steel, plastic, glass",327,Ship,1077,75,5,13,5,Cradle to Cradle Certified,Green Seal Certified,1,4
793,794,Dell Laptop,Sony,495,"Steel, plastic, copper, aluminum",581,Ship,717,237,1,13,2,No Certification,No Certification,0,2
794,795,Dell Laptop,Sony,134,"Steel, plastic, copper, aluminum",83,Airplane,1403,400,5,0,4,No Certification,EcoLogo Certified,1,5
795,796,Dell Laptop,Sony,60,"Plastic, glass, copper, aluminum",371,Ship,1225,400,5,0,4,ENERGY STAR Certified,Green Seal Certified,0,5
796,797,Dell Laptop,Maytag,659,"Steel, plastic, copper, aluminum",421,Truck,881,393,5,0,4,Cradle to Cradle Certified,Green Seal Certified,0,5
797,798,Dell Laptop,HP,183,"Plastic, aluminum",149,Truck,1014,400,4,0,4,RoHS Compliant,EcoLabel Certified,1,5
798,799,Dell Laptop,Generic,93,"Plastic, aluminum",137,Truck,292,190,5,0,4,EcoLogo Certified,Energy Star Certified,1,5
799,800,Dell Laptop,Whirlpool,60,"Steel, plastic",57,Truck,1436,157,4,0,3,No Certification,No Certification,0,4
800,801,Dell Laptop,Sony,60,"Steel, plastic, copper, aluminum",108,Truck,452,208,4,12,4,RoHS Compliant,EcoLogo Certified,1,4
801,802,Dell Laptop,Dell,60,"Plastic, aluminum",109,Truck,1692,400,5,0,4,EPEAT Certified,Energy Star Certified,1,5
802,803,Dell Laptop,Philips,60,"Steel, plastic, glass",30,Airplane,2000,57,5,0,5,RoHS Compliant,EcoLogo Certified,1,5
803,804,Dell Laptop,Whirlpool,60,"Steel, plastic, glass",34,Airplane,658,400,5,0,5,RoHS Compliant,Energy Star Certified,1,5
804,805,Dell Laptop,Sony,585,"Plastic, glass, copper, aluminum",38,Ship,216,131,3,0,4,ENERGY STAR Certified,EcoLogo Certified,1,5
805,806,Dell Laptop,LG,60,"Plastic, aluminum",61,Ship,1874,400,5,9,5,EcoLogo Certified,EcoLogo Certified,1,5
806,807,Dell Laptop,Sony,60,"Plastic, aluminum",60,Airplane,74,252,4,0,4,ENERGY STAR Certified,Energy Star Certified,1,5
807,808,Dell Laptop,Maytag,60,"Plastic, glass, copper, aluminum",101,Ship,1589,400,4,1,4,EPEAT Certified,Energy Star Certified,1,4
808,809,Dell Laptop,Panasonic,371,"Plastic, glass, copper, aluminum",35,Ship,50,160,5,0,4,Energy Star Certified,EcoLogo Certified,1,4
809,810,Dell Laptop,Samsung,577,"Steel, plastic, copper, aluminum",294,Ship,1097,207,3,15,5,ENERGY STAR Certified,EcoLogo Certified,0,5
810,811,Dell Laptop,Sony,181,"Steel, plastic, copper",91,Ship,139,143,5,0,4,EcoLogo Certified,Energy Star Certified,1,4
811,812,Dell Laptop,Philips,67,"Steel, plastic, glass",30,Ship,1876,400,5,0,4,EcoLogo Certified,Energy Star Certified,1,5
812,813,Dell Laptop,HP,583,"Plastic, aluminum",55,Ship,134,375,5,0,5,EPEAT Certified,EcoLogo Certified,1,4
813,814,Dell Laptop,Samsung,60,"Plastic, aluminum",30,Airplane,1872,400,5,0,5,EPEAT Certified,Energy Star Certified,1,4
814,815,Dell Laptop,Generic,1311,"Steel, aluminum",169,Truck,537,49,5,1,2,No Certification,Energy Star Certified,1,4
815,816,Dell Laptop,Whirlpool,179,"Steel, plastic, glass",113,Ship,397,131,5,1,4,Energy Star Certified,Energy Star Certified,1,4
816,817,Dell Laptop,Panasonic,166,"Steel, plastic, copper, aluminum",30,Ship,385,109,5,0,5,Cradle to Cradle Certified,EcoLogo Certified,0,5
817,818,Dell Laptop,Maytag,327,"Steel, plastic, copper, aluminum",279,Train,1371,242,5,14,4,RoHS Compliant,EcoLogo Certified,0,5
818,819,Dell Laptop,Samsung,60,"Steel, plastic",118,Truck,712,156,5,0,3,EcoLogo Certified,No Certification,1,5
819,820,Dell Laptop,Maytag,427,"Steel, plastic, copper, aluminum",359,Ship,821,277,4,9,3,ENERGY STAR Certified,Green Seal Certified,1,5
820,821,Dell Laptop,Generic,61,"Steel, plastic, copper",75,Airplane,1737,400,4,0,4,EcoLogo Certified,Energy Star Certified,1,5
821,822,Dell Laptop,Sony,308,"Plastic, glass, copper, aluminum",71,Ship,1279,400,5,14,4,RoHS Compliant,EcoLogo Certified,1,5
822,823,Dell Laptop,Sony,60,"Glass, tungsten",71,Ship,1425,276,5,0,4,Cradle to Cradle Certified,Energy Star Certified,1,5
823,824,Dell Laptop,Whirlpool,60,"Plastic, aluminum",30,Airplane,2000,400,4,0,5,RoHS Compliant,Energy Star Certified,1,5
824,825,Dell Laptop,HP,60,"Plastic, glass, copper, aluminum",108,Truck,1804,111,5,0,3,EPEAT Certified,Energy Star Certified,1,5
825,826,Dell Laptop,Sony,60,"Plastic, glass, copper, aluminum",50,Airplane,1084,73,5,0,5,Cradle to Cradle Certified,Energy Star Certified,1,5
826,827,Dell Laptop,Sony,60,"Plastic, aluminum",113,Airplane,1222,400,5,0,3,RoHS Compliant,Energy Star Certified,1,5
827,828,Dell Laptop,HP,125,"Steel, plastic, copper",89,Airplane,2000,100,5,0,4,RoHS Compliant,Energy Star Certified,1,5
828,829,Dell Laptop,Philips,143,"Plastic, glass, copper, aluminum",119,Train,1708,400,5,0,4,RoHS Compliant,Energy Star Certified,1,5
829,830,Dell Laptop,Panasonic,60,"Steel, plastic, copper",122,Ship,899,243,3,0,3,EPEAT Certified,Green Seal Certified,0,4
